new_customer_id,Tenure Months,Churn Label,churn_date
151324,12,Yes,5/22/2015
601522,5,Yes,5/23/2015
63474,10,Yes,5/24/2015
08976,11,Yes,5/25/2015
766318,1,Yes,5/26/2015
11202,16,Yes,5/27/2015
912412,1,Yes,5/28/2015
223526,4,Yes,5/29/2015
389116,1,Yes,5/30/2015
068914,13,Yes,5/31/2015
365811,1,Yes,6/1/2015
551925,21,Yes,6/2/2015
49465,11,Yes,6/3/2015
251622,2,Yes,6/4/2015
758021,2,Yes,6/5/2015
517812,1,Yes,6/6/2015
818521,6,Yes,6/7/2015
45858,4,Yes,6/8/2015
75262,12,Yes,6/9/2015
495121,4,Yes,6/10/2015
210825,4,Yes,6/11/2015
491817,3,Yes,6/12/2015
70569,53,Yes,6/13/2015
162510,68,Yes,6/14/2015
29474,1,Yes,6/15/2015
411212,10,Yes,6/16/2015
45108,1,Yes,6/17/2015
874910,51,Yes,6/18/2015
243021,24,Yes,6/19/2015
59555,18,Yes,6/20/2015
09175,72,Yes,6/21/2015
59495,4,Yes,6/22/2015
727418,1,Yes,6/23/2015
031121,26,Yes,6/24/2015
383424,7,Yes,6/25/2015
841413,5,Yes,6/26/2015
75996,42,Yes,6/27/2015
822920,4,Yes,6/28/2015
62211,2,Yes,6/29/2015
77435,8,Yes,6/30/2015
556911,9,Yes,7/1/2015
49889,1,Yes,7/2/2015
77309,43,Yes,7/3/2015
042620,1,Yes,7/4/2015
758718,3,Yes,7/5/2015
074818,70,Yes,7/6/2015
47061,11,Yes,7/7/2015
588910,50,Yes,7/8/2015
902618,5,Yes,7/9/2015
37465,1,Yes,7/10/2015
23325,16,Yes,7/11/2015
947416,15,Yes,7/12/2015
216522,46,Yes,7/13/2015
221913,8,Yes,7/14/2015
891418,31,Yes,7/15/2015
096326,32,Yes,7/16/2015
759418,1,Yes,7/17/2015
63315,20,Yes,7/18/2015
599822,26,Yes,7/19/2015
162414,5,Yes,7/20/2015
431722,1,Yes,7/21/2015
167019,14,Yes,7/22/2015
754125,36,Yes,7/23/2015
026026,9,Yes,7/24/2015
872214,5,Yes,7/25/2015
621011,9,Yes,7/26/2015
01332,2,Yes,7/27/2015
61283,1,Yes,7/28/2015
954010,8,Yes,7/29/2015
226021,2,Yes,7/30/2015
365620,3,Yes,7/31/2015
862320,51,Yes,8/1/2015
150119,2,Yes,8/2/2015
320825,39,Yes,8/3/2015
261218,12,Yes,8/4/2015
690016,26,Yes,8/5/2015
33462,18,Yes,8/6/2015
29336,2,Yes,8/7/2015
99862,4,Yes,8/8/2015
272210,1,Yes,8/9/2015
40835,9,Yes,8/10/2015
757915,2,Yes,8/11/2015
177115,29,Yes,8/12/2015
061218,1,Yes,8/13/2015
641012,9,Yes,8/14/2015
319415,50,Yes,8/15/2015
881622,1,Yes,8/16/2015
93786,54,Yes,8/17/2015
17238,42,Yes,8/18/2015
78257,1,Yes,8/19/2015
124011,1,Yes,8/20/2015
083619,9,Yes,8/21/2015
443310,46,Yes,8/22/2015
37162,1,Yes,8/23/2015
589913,13,Yes,8/24/2015
684915,19,Yes,8/25/2015
94888,1,Yes,8/26/2015
60387,24,Yes,8/27/2015
115023,67,Yes,8/28/2015
31441,6,Yes,8/29/2015
561616,20,Yes,8/30/2015
481817,20,Yes,8/31/2015
696122,46,Yes,9/1/2015
668821,11,Yes,9/2/2015
283918,2,Yes,9/3/2015
09687,1,Yes,9/4/2015
19654,16,Yes,9/5/2015
905719,3,Yes,9/6/2015
677124,57,Yes,9/7/2015
860117,5,Yes,9/8/2015
239119,4,Yes,9/9/2015
264517,7,Yes,9/10/2015
48068,1,Yes,9/11/2015
442420,2,Yes,9/12/2015
844326,4,Yes,9/13/2015
91361,1,Yes,9/14/2015
747914,7,Yes,9/15/2015
295913,4,Yes,9/16/2015
420110,1,Yes,9/17/2015
596023,1,Yes,9/18/2015
06841,1,Yes,9/19/2015
826014,1,Yes,9/20/2015
186618,41,Yes,9/21/2015
863114,66,Yes,9/22/2015
495824,35,Yes,9/23/2015
833721,10,Yes,9/24/2015
17259,54,Yes,9/25/2015
659818,2,Yes,9/26/2015
671215,26,Yes,9/27/2015
861422,15,Yes,9/28/2015
293021,31,Yes,9/29/2015
59144,18,Yes,9/30/2015
253317,61,Yes,10/1/2015
864424,1,Yes,10/2/2015
86251,24,Yes,10/3/2015
93063,3,Yes,10/4/2015
183322,1,Yes,10/5/2015
837424,43,Yes,10/6/2015
265620,4,Yes,10/7/2015
694612,25,Yes,10/8/2015
232526,57,Yes,10/9/2015
39323,4,Yes,10/10/2015
40398,36,Yes,10/11/2015
081223,1,Yes,10/12/2015
359421,35,Yes,10/13/2015
000420,4,Yes,10/14/2015
50899,58,Yes,10/15/2015
481722,30,Yes,10/16/2015
139617,21,Yes,10/17/2015
529919,3,Yes,10/18/2015
24032,41,Yes,10/19/2015
289812,21,Yes,10/20/2015
735916,1,Yes,10/21/2015
45032,11,Yes,10/22/2015
60865,1,Yes,10/23/2015
38863,72,Yes,10/24/2015
575918,3,Yes,10/25/2015
637218,1,Yes,10/26/2015
893821,47,Yes,10/27/2015
09912,18,Yes,10/28/2015
38719,1,Yes,10/29/2015
63199,20,Yes,10/30/2015
90251,6,Yes,10/31/2015
527519,1,Yes,11/1/2015
771625,48,Yes,11/2/2015
439011,3,Yes,11/3/2015
130414,2,Yes,11/4/2015
89457,1,Yes,11/5/2015
695921,1,Yes,11/6/2015
381519,3,Yes,11/7/2015
515422,9,Yes,11/8/2015
565510,49,Yes,11/9/2015
45055,6,Yes,11/10/2015
458722,6,Yes,11/11/2015
465214,16,Yes,11/12/2015
89728,7,Yes,11/13/2015
851515,25,Yes,11/14/2015
286018,20,Yes,11/15/2015
526117,4,Yes,11/16/2015
886823,28,Yes,11/17/2015
13346,1,Yes,11/18/2015
762524,11,Yes,11/19/2015
173120,4,Yes,11/20/2015
04062,54,Yes,11/21/2015
061824,28,Yes,11/22/2015
527611,2,Yes,11/23/2015
256510,1,Yes,11/24/2015
668911,1,Yes,11/25/2015
661514,14,Yes,11/26/2015
42554,1,Yes,11/27/2015
298413,4,Yes,11/28/2015
559025,20,Yes,11/29/2015
367720,14,Yes,11/30/2015
96675,30,Yes,12/1/2015
332923,3,Yes,12/2/2015
287326,40,Yes,12/3/2015
341520,2,Yes,12/4/2015
19159,1,Yes,12/5/2015
304524,10,Yes,12/6/2015
72398,1,Yes,12/7/2015
76833,14,Yes,12/8/2015
09463,58,Yes,12/9/2015
06283,22,Yes,12/10/2015
766520,1,Yes,12/11/2015
011217,49,Yes,12/12/2015
03242,68,Yes,12/13/2015
277716,1,Yes,12/14/2015
11961,7,Yes,12/15/2015
428225,9,Yes,12/16/2015
535618,1,Yes,12/17/2015
918910,24,Yes,12/18/2015
074610,2,Yes,12/19/2015
057623,27,Yes,12/20/2015
46283,57,Yes,12/21/2015
287622,1,Yes,12/22/2015
683414,13,Yes,12/23/2015
55977,1,Yes,12/24/2015
274813,63,Yes,12/25/2015
482225,25,Yes,12/26/2015
982116,35,Yes,12/27/2015
65599,71,Yes,12/28/2015
42293,6,Yes,12/29/2015
366313,15,Yes,12/30/2015
902526,9,Yes,12/31/2015
328521,37,Yes,1/1/2016
548216,2,Yes,1/2/2016
490215,29,Yes,1/3/2016
049526,5,Yes,1/4/2016
23573,28,Yes,1/5/2016
37377,11,Yes,1/6/2016
408825,55,Yes,1/7/2016
20343,24,Yes,1/8/2016
57971,1,Yes,1/9/2016
368317,6,Yes,1/10/2016
422826,4,Yes,1/11/2016
351926,3,Yes,1/12/2016
641620,1,Yes,1/13/2016
51081,11,Yes,1/14/2016
306618,1,Yes,1/15/2016
671515,5,Yes,1/16/2016
15674,8,Yes,1/17/2016
215021,22,Yes,1/18/2016
26832,29,Yes,1/19/2016
215713,13,Yes,1/20/2016
93601,43,Yes,1/21/2016
108721,3,Yes,1/22/2016
548523,2,Yes,1/23/2016
263221,66,Yes,1/24/2016
544516,62,Yes,1/25/2016
91703,17,Yes,1/26/2016
104325,56,Yes,1/27/2016
381413,31,Yes,1/28/2016
122621,2,Yes,1/29/2016
642525,66,Yes,1/30/2016
544221,3,Yes,1/31/2016
77344,1,Yes,2/1/2016
209118,31,Yes,2/2/2016
211413,14,Yes,2/3/2016
448919,35,Yes,2/4/2016
689916,37,Yes,2/5/2016
218712,7,Yes,2/6/2016
459714,24,Yes,2/7/2016
901917,1,Yes,2/8/2016
370712,32,Yes,2/9/2016
14555,1,Yes,2/10/2016
297919,17,Yes,2/11/2016
401320,19,Yes,2/12/2016
37544,2,Yes,2/13/2016
713022,8,Yes,2/14/2016
612122,1,Yes,2/15/2016
79033,1,Yes,2/16/2016
699611,1,Yes,2/17/2016
170414,9,Yes,2/18/2016
259219,3,Yes,2/19/2016
74811,49,Yes,2/20/2016
86427,2,Yes,2/21/2016
34005,55,Yes,2/22/2016
205726,21,Yes,2/23/2016
550218,69,Yes,2/24/2016
00238,1,Yes,2/25/2016
903918,39,Yes,2/26/2016
84176,6,Yes,2/27/2016
179221,17,Yes,2/28/2016
051525,1,Yes,2/29/2016
037824,58,Yes,3/1/2016
472924,1,Yes,3/2/2016
54496,19,Yes,3/3/2016
98372,3,Yes,3/4/2016
013721,3,Yes,3/5/2016
616121,3,Yes,3/6/2016
654324,30,Yes,3/7/2016
492512,15,Yes,3/8/2016
145521,10,Yes,3/9/2016
828013,1,Yes,3/10/2016
203719,38,Yes,3/11/2016
31786,1,Yes,3/12/2016
608713,16,Yes,3/13/2016
460310,1,Yes,3/14/2016
301820,12,Yes,3/15/2016
480611,4,Yes,3/16/2016
708325,15,Yes,3/17/2016
24792,41,Yes,3/18/2016
743419,1,Yes,3/19/2016
790817,1,Yes,3/20/2016
67116,7,Yes,3/21/2016
371410,42,Yes,3/22/2016
47029,1,Yes,3/23/2016
617811,12,Yes,3/24/2016
12642,55,Yes,3/25/2016
965823,17,Yes,3/26/2016
201319,1,Yes,3/27/2016
858017,72,Yes,3/28/2016
201214,11,Yes,3/29/2016
88085,8,Yes,3/30/2016
350612,1,Yes,3/31/2016
39348,23,Yes,4/1/2016
766623,39,Yes,4/2/2016
49101,9,Yes,4/3/2016
215411,15,Yes,4/4/2016
96475,30,Yes,4/5/2016
342824,1,Yes,4/6/2016
037820,3,Yes,4/7/2016
43558,67,Yes,4/8/2016
90583,1,Yes,4/9/2016
031817,1,Yes,4/10/2016
55206,12,Yes,4/11/2016
557226,22,Yes,4/12/2016
37503,2,Yes,4/13/2016
80637,27,Yes,4/14/2016
454711,10,Yes,4/15/2016
48775,1,Yes,4/16/2016
763919,22,Yes,4/17/2016
106924,1,Yes,4/18/2016
46588,21,Yes,4/19/2016
344010,6,Yes,4/20/2016
28896,72,Yes,4/21/2016
698724,54,Yes,4/22/2016
42902,3,Yes,4/23/2016
032524,8,Yes,4/24/2016
246224,5,Yes,4/25/2016
476024,1,Yes,4/26/2016
78172,2,Yes,4/27/2016
185321,1,Yes,4/28/2016
54583,65,Yes,4/29/2016
521925,33,Yes,4/30/2016
354018,15,Yes,5/1/2016
209113,30,Yes,5/2/2016
08835,2,Yes,5/3/2016
072220,4,Yes,5/4/2016
757125,2,Yes,5/5/2016
33936,25,Yes,5/6/2016
640226,25,Yes,5/7/2016
748611,43,Yes,5/8/2016
844323,10,Yes,5/9/2016
300624,2,Yes,5/10/2016
996525,9,Yes,5/11/2016
05048,27,Yes,5/12/2016
630525,69,Yes,5/13/2016
36477,22,Yes,5/14/2016
379112,56,Yes,5/15/2016
816626,66,Yes,5/16/2016
29567,24,Yes,5/17/2016
65953,1,Yes,5/18/2016
036226,36,Yes,5/19/2016
421113,1,Yes,5/20/2016
427415,1,Yes,5/21/2016
15415,1,Yes,5/22/2016
41068,39,Yes,5/23/2016
236921,5,Yes,5/24/2016
277815,24,Yes,5/25/2016
063711,2,Yes,5/26/2016
663313,5,Yes,5/27/2016
87855,11,Yes,5/28/2016
572911,4,Yes,5/29/2016
158218,1,Yes,5/30/2016
87403,1,Yes,5/31/2016
296224,2,Yes,6/1/2016
16786,3,Yes,6/2/2016
86275,44,Yes,6/3/2016
548020,24,Yes,6/4/2016
88543,18,Yes,6/5/2016
051110,1,Yes,6/6/2016
706711,65,Yes,6/7/2016
653225,53,Yes,6/8/2016
93001,1,Yes,6/9/2016
11123,15,Yes,6/10/2016
51751,4,Yes,6/11/2016
517418,9,Yes,6/12/2016
72702,22,Yes,6/13/2016
956510,38,Yes,6/14/2016
06074,53,Yes,6/15/2016
973211,1,Yes,6/16/2016
338925,8,Yes,6/17/2016
95601,16,Yes,6/18/2016
51349,1,Yes,6/19/2016
30704,7,Yes,6/20/2016
570715,9,Yes,6/21/2016
869610,37,Yes,6/22/2016
53801,5,Yes,6/23/2016
205516,3,Yes,6/24/2016
87145,31,Yes,6/25/2016
37213,2,Yes,6/26/2016
256815,37,Yes,6/27/2016
119318,38,Yes,6/28/2016
23021,48,Yes,6/29/2016
59237,10,Yes,6/30/2016
52337,8,Yes,7/1/2016
44321,2,Yes,7/2/2016
899316,3,Yes,7/3/2016
156518,4,Yes,7/4/2016
713718,37,Yes,7/5/2016
376510,1,Yes,7/6/2016
733023,5,Yes,7/7/2016
395712,28,Yes,7/8/2016
663513,30,Yes,7/9/2016
52812,36,Yes,7/10/2016
53789,1,Yes,7/11/2016
27187,4,Yes,7/12/2016
641324,17,Yes,7/13/2016
144924,3,Yes,7/14/2016
262621,4,Yes,7/15/2016
261218,4,Yes,7/16/2016
47351,26,Yes,7/17/2016
366912,5,Yes,7/18/2016
68925,4,Yes,7/19/2016
972519,1,Yes,7/20/2016
58847,1,Yes,7/21/2016
32176,8,Yes,7/22/2016
78537,1,Yes,7/23/2016
748017,50,Yes,7/24/2016
394311,26,Yes,7/25/2016
923926,6,Yes,7/26/2016
43988,3,Yes,7/27/2016
443021,3,Yes,7/28/2016
485519,1,Yes,7/29/2016
80088,14,Yes,7/30/2016
712421,61,Yes,7/31/2016
186219,40,Yes,8/1/2016
150224,58,Yes,8/2/2016
969220,18,Yes,8/3/2016
791219,7,Yes,8/4/2016
481610,2,Yes,8/5/2016
829220,19,Yes,8/6/2016
18672,11,Yes,8/7/2016
235917,39,Yes,8/8/2016
910320,15,Yes,8/9/2016
414023,5,Yes,8/10/2016
66533,1,Yes,8/11/2016
324726,10,Yes,8/12/2016
61019,6,Yes,8/13/2016
12681,16,Yes,8/14/2016
894321,2,Yes,8/15/2016
471312,2,Yes,8/16/2016
432514,19,Yes,8/17/2016
295516,1,Yes,8/18/2016
776221,66,Yes,8/19/2016
690714,36,Yes,8/20/2016
291121,39,Yes,8/21/2016
374426,21,Yes,8/22/2016
567320,2,Yes,8/23/2016
16029,4,Yes,8/24/2016
462823,35,Yes,8/25/2016
16449,33,Yes,8/26/2016
370516,45,Yes,8/27/2016
65028,7,Yes,8/28/2016
260618,6,Yes,8/29/2016
82587,3,Yes,8/30/2016
686115,11,Yes,8/31/2016
994018,1,Yes,9/1/2016
299521,40,Yes,9/2/2016
668625,47,Yes,9/3/2016
13835,7,Yes,9/4/2016
475920,1,Yes,9/5/2016
85639,7,Yes,9/6/2016
80202,15,Yes,9/7/2016
298222,11,Yes,9/8/2016
819926,67,Yes,9/9/2016
46255,8,Yes,9/10/2016
598014,44,Yes,9/11/2016
689224,24,Yes,9/12/2016
80105,15,Yes,9/13/2016
987417,17,Yes,9/14/2016
806225,1,Yes,9/15/2016
60001,9,Yes,9/16/2016
09479,7,Yes,9/17/2016
367225,36,Yes,9/18/2016
904810,3,Yes,9/19/2016
89885,34,Yes,9/20/2016
37765,1,Yes,9/21/2016
190224,22,Yes,9/22/2016
064315,47,Yes,9/23/2016
938114,24,Yes,9/24/2016
279424,53,Yes,9/25/2016
838219,8,Yes,9/26/2016
298326,2,Yes,9/27/2016
784521,8,Yes,9/28/2016
303426,48,Yes,9/29/2016
832712,43,Yes,9/30/2016
10752,16,Yes,10/1/2016
030210,8,Yes,10/2/2016
53669,20,Yes,10/3/2016
19819,2,Yes,10/4/2016
497116,27,Yes,10/5/2016
84857,5,Yes,10/6/2016
152719,52,Yes,10/7/2016
602923,37,Yes,10/8/2016
86343,69,Yes,10/9/2016
668217,40,Yes,10/10/2016
87809,6,Yes,10/11/2016
95305,11,Yes,10/12/2016
03458,6,Yes,10/13/2016
304919,3,Yes,10/14/2016
33178,5,Yes,10/15/2016
32355,8,Yes,10/16/2016
80589,1,Yes,10/17/2016
556915,28,Yes,10/18/2016
882124,1,Yes,10/19/2016
208215,29,Yes,10/20/2016
594014,19,Yes,10/21/2016
805323,6,Yes,10/22/2016
956411,1,Yes,10/23/2016
20823,1,Yes,10/24/2016
121314,6,Yes,10/25/2016
568811,15,Yes,10/26/2016
289417,25,Yes,10/27/2016
574716,10,Yes,10/28/2016
314310,13,Yes,10/29/2016
638619,49,Yes,10/30/2016
29829,1,Yes,10/31/2016
352119,37,Yes,11/1/2016
952610,26,Yes,11/2/2016
564922,12,Yes,11/3/2016
51435,10,Yes,11/4/2016
49199,5,Yes,11/5/2016
905017,18,Yes,11/6/2016
616823,3,Yes,11/7/2016
087719,54,Yes,11/8/2016
806525,10,Yes,11/9/2016
96375,1,Yes,11/10/2016
968916,2,Yes,11/11/2016
946518,32,Yes,11/12/2016
23629,36,Yes,11/13/2016
084323,53,Yes,11/14/2016
55159,1,Yes,11/15/2016
745014,12,Yes,11/16/2016
53764,1,Yes,11/17/2016
90958,5,Yes,11/18/2016
23795,6,Yes,11/19/2016
600515,26,Yes,11/20/2016
793223,1,Yes,11/21/2016
272222,64,Yes,11/22/2016
52285,13,Yes,11/23/2016
73946,9,Yes,11/24/2016
633112,10,Yes,11/25/2016
15976,2,Yes,11/26/2016
700023,20,Yes,11/27/2016
07279,9,Yes,11/28/2016
59592,32,Yes,11/29/2016
35129,70,Yes,11/30/2016
614115,1,Yes,12/1/2016
750326,1,Yes,12/2/2016
250620,1,Yes,12/3/2016
871816,13,Yes,12/4/2016
220715,7,Yes,12/5/2016
614222,1,Yes,12/6/2016
643721,7,Yes,12/7/2016
11143,54,Yes,12/8/2016
60604,5,Yes,12/9/2016
847322,1,Yes,12/10/2016
62893,33,Yes,12/11/2016
553619,55,Yes,12/12/2016
019622,6,Yes,12/13/2016
883722,8,Yes,12/14/2016
269614,11,Yes,12/15/2016
761417,49,Yes,12/16/2016
19763,1,Yes,12/17/2016
463115,15,Yes,12/18/2016
375510,16,Yes,12/19/2016
634521,44,Yes,12/20/2016
18094,5,Yes,12/21/2016
69235,4,Yes,12/22/2016
957418,30,Yes,12/23/2016
261923,1,Yes,12/24/2016
077814,9,Yes,12/25/2016
461414,1,Yes,12/26/2016
380311,1,Yes,12/27/2016
68047,61,Yes,12/28/2016
957213,59,Yes,12/29/2016
96113,3,Yes,12/30/2016
03297,3,Yes,12/31/2016
66293,1,Yes,1/1/2017
53645,13,Yes,1/2/2017
508719,18,Yes,1/3/2017
00135,3,Yes,1/4/2017
555022,1,Yes,1/5/2017
49292,1,Yes,1/6/2017
222526,70,Yes,1/7/2017
527125,68,Yes,1/8/2017
26571,26,Yes,1/9/2017
633010,11,Yes,1/10/2017
466715,1,Yes,1/11/2017
16608,1,Yes,1/12/2017
725321,46,Yes,1/13/2017
722815,4,Yes,1/14/2017
62841,22,Yes,1/15/2017
234410,9,Yes,1/16/2017
37999,7,Yes,1/17/2017
17948,1,Yes,1/18/2017
24606,40,Yes,1/19/2017
48184,29,Yes,1/20/2017
13208,3,Yes,1/21/2017
14931,1,Yes,1/22/2017
64245,3,Yes,1/23/2017
439118,23,Yes,1/24/2017
68212,13,Yes,1/25/2017
50288,1,Yes,1/26/2017
98017,39,Yes,1/27/2017
232010,1,Yes,1/28/2017
060123,14,Yes,1/29/2017
514323,1,Yes,1/30/2017
539318,1,Yes,1/31/2017
023112,1,Yes,2/1/2017
944410,1,Yes,2/2/2017
55102,1,Yes,2/3/2017
447111,42,Yes,2/4/2017
763817,7,Yes,2/5/2017
32444,1,Yes,2/6/2017
08753,10,Yes,2/7/2017
78126,17,Yes,2/8/2017
47971,1,Yes,2/9/2017
522916,8,Yes,2/10/2017
698221,1,Yes,2/11/2017
505712,39,Yes,2/12/2017
01935,58,Yes,2/13/2017
43698,6,Yes,2/14/2017
01566,22,Yes,2/15/2017
19846,70,Yes,2/16/2017
06548,21,Yes,2/17/2017
528717,71,Yes,2/18/2017
519619,1,Yes,2/19/2017
189121,20,Yes,2/20/2017
610815,4,Yes,2/21/2017
036317,32,Yes,2/22/2017
98404,6,Yes,2/23/2017
309610,27,Yes,2/24/2017
804210,1,Yes,2/25/2017
337412,13,Yes,2/26/2017
50497,1,Yes,2/27/2017
58837,19,Yes,2/28/2017
481717,10,Yes,3/1/2017
239825,13,Yes,3/2/2017
998513,1,Yes,3/3/2017
126524,68,Yes,3/4/2017
223726,39,Yes,3/5/2017
487110,1,Yes,3/6/2017
141525,1,Yes,3/7/2017
671122,36,Yes,3/8/2017
350018,15,Yes,3/9/2017
454819,5,Yes,3/10/2017
806616,13,Yes,3/11/2017
414315,5,Yes,3/12/2017
78545,2,Yes,3/13/2017
91029,17,Yes,3/14/2017
342212,1,Yes,3/15/2017
26424,9,Yes,3/16/2017
436110,1,Yes,3/17/2017
136320,1,Yes,3/18/2017
95075,1,Yes,3/19/2017
98467,9,Yes,3/20/2017
601716,20,Yes,3/21/2017
713618,70,Yes,3/22/2017
458119,3,Yes,3/23/2017
692723,20,Yes,3/24/2017
339826,21,Yes,3/25/2017
037814,17,Yes,3/26/2017
451226,2,Yes,3/27/2017
79691,21,Yes,3/28/2017
056815,5,Yes,3/29/2017
073322,24,Yes,3/30/2017
45505,1,Yes,3/31/2017
296819,10,Yes,4/1/2017
484410,1,Yes,4/2/2017
677720,53,Yes,4/3/2017
353823,3,Yes,4/4/2017
478517,46,Yes,4/5/2017
861023,49,Yes,4/6/2017
490510,11,Yes,4/7/2017
78819,45,Yes,4/8/2017
011712,37,Yes,4/9/2017
61726,49,Yes,4/10/2017
19651,14,Yes,4/11/2017
478621,1,Yes,4/12/2017
724822,47,Yes,4/13/2017
00119,13,Yes,4/14/2017
41927,5,Yes,4/15/2017
649619,3,Yes,4/16/2017
99127,26,Yes,4/17/2017
538313,8,Yes,4/18/2017
72405,9,Yes,4/19/2017
22023,1,Yes,4/20/2017
599515,12,Yes,4/21/2017
626118,42,Yes,4/22/2017
795117,33,Yes,4/23/2017
364016,31,Yes,4/24/2017
687712,18,Yes,4/25/2017
80195,42,Yes,4/26/2017
51677,4,Yes,4/27/2017
90335,12,Yes,4/28/2017
132414,15,Yes,4/29/2017
152222,7,Yes,4/30/2017
918520,14,Yes,5/1/2017
556723,3,Yes,5/2/2017
806318,16,Yes,5/3/2017
068726,65,Yes,5/4/2017
96611,42,Yes,5/5/2017
372718,6,Yes,5/6/2017
664622,53,Yes,5/7/2017
56859,5,Yes,5/8/2017
425026,68,Yes,5/9/2017
50951,3,Yes,5/10/2017
187113,12,Yes,5/11/2017
202715,43,Yes,5/12/2017
909019,68,Yes,5/13/2017
659525,25,Yes,5/14/2017
983526,66,Yes,5/15/2017
15554,70,Yes,5/16/2017
564920,27,Yes,5/17/2017
051924,1,Yes,5/18/2017
63381,3,Yes,5/19/2017
925317,29,Yes,5/20/2017
944519,36,Yes,5/21/2017
756816,1,Yes,5/22/2017
53499,2,Yes,5/23/2017
39457,12,Yes,5/24/2017
379722,1,Yes,5/25/2017
95262,1,Yes,5/26/2017
452323,59,Yes,5/27/2017
836420,3,Yes,5/28/2017
306317,1,Yes,5/29/2017
877512,1,Yes,5/30/2017
309714,2,Yes,5/31/2017
356521,29,Yes,6/1/2017
92496,52,Yes,6/2/2017
549319,2,Yes,6/3/2017
087121,13,Yes,6/4/2017
919013,19,Yes,6/5/2017
109510,47,Yes,6/6/2017
087022,5,Yes,6/7/2017
538519,52,Yes,6/8/2017
398224,42,Yes,6/9/2017
40091,25,Yes,6/10/2017
36276,9,Yes,6/11/2017
75627,16,Yes,6/12/2017
490321,5,Yes,6/13/2017
677620,3,Yes,6/14/2017
40773,31,Yes,6/15/2017
286813,1,Yes,6/16/2017
484717,1,Yes,6/17/2017
637918,10,Yes,6/18/2017
865018,4,Yes,6/19/2017
047518,43,Yes,6/20/2017
126020,4,Yes,6/21/2017
632826,11,Yes,6/22/2017
478911,47,Yes,6/23/2017
286721,1,Yes,6/24/2017
811118,4,Yes,6/25/2017
158513,17,Yes,6/26/2017
285614,43,Yes,6/27/2017
85593,21,Yes,6/28/2017
75475,42,Yes,6/29/2017
67694,46,Yes,6/30/2017
443910,5,Yes,7/1/2017
24462,6,Yes,7/2/2017
14967,1,Yes,7/3/2017
25757,7,Yes,7/4/2017
284210,2,Yes,7/5/2017
329619,1,Yes,7/6/2017
968115,5,Yes,7/7/2017
518021,22,Yes,7/8/2017
715315,1,Yes,7/9/2017
652125,1,Yes,7/10/2017
88788,3,Yes,7/11/2017
375111,1,Yes,7/12/2017
197719,1,Yes,7/13/2017
581321,33,Yes,7/14/2017
03287,1,Yes,7/15/2017
43428,2,Yes,7/16/2017
419519,2,Yes,7/17/2017
695619,3,Yes,7/18/2017
322323,26,Yes,7/19/2017
905310,67,Yes,7/20/2017
25305,71,Yes,7/21/2017
661526,1,Yes,7/22/2017
925023,5,Yes,7/23/2017
275424,9,Yes,7/24/2017
159712,26,Yes,7/25/2017
705522,54,Yes,7/26/2017
075421,2,Yes,7/27/2017
749320,1,Yes,7/28/2017
15778,30,Yes,7/29/2017
875219,4,Yes,7/30/2017
45586,17,Yes,7/31/2017
86515,60,Yes,8/1/2017
762320,1,Yes,8/2/2017
93309,13,Yes,8/3/2017
92864,38,Yes,8/4/2017
966113,1,Yes,8/5/2017
18425,50,Yes,8/6/2017
807924,65,Yes,8/7/2017
80739,1,Yes,8/8/2017
88841,7,Yes,8/9/2017
272023,2,Yes,8/10/2017
28691,45,Yes,8/11/2017
98945,1,Yes,8/12/2017
78516,1,Yes,8/13/2017
063721,13,Yes,8/14/2017
094015,10,Yes,8/15/2017
070216,4,Yes,8/16/2017
196322,1,Yes,8/17/2017
30588,41,Yes,8/18/2017
32596,71,Yes,8/19/2017
080726,3,Yes,8/20/2017
574818,69,Yes,8/21/2017
773912,32,Yes,8/22/2017
97763,51,Yes,8/23/2017
603426,72,Yes,8/24/2017
20796,6,Yes,8/25/2017
660817,1,Yes,8/26/2017
35518,1,Yes,8/27/2017
630210,31,Yes,8/28/2017
368525,58,Yes,8/29/2017
863413,47,Yes,8/30/2017
876114,44,Yes,8/31/2017
841322,2,Yes,9/1/2017
922321,1,Yes,9/2/2017
435117,1,Yes,9/3/2017
541910,1,Yes,9/4/2017
21002,5,Yes,9/5/2017
04887,1,Yes,9/6/2017
931814,1,Yes,9/7/2017
97286,1,Yes,9/8/2017
72549,1,Yes,9/9/2017
24742,40,Yes,9/10/2017
074214,1,Yes,9/11/2017
611015,3,Yes,9/12/2017
588912,13,Yes,9/13/2017
57085,58,Yes,9/14/2017
870824,42,Yes,9/15/2017
06161,1,Yes,9/16/2017
70162,29,Yes,9/17/2017
68761,1,Yes,9/18/2017
196319,1,Yes,9/19/2017
02205,2,Yes,9/20/2017
275422,10,Yes,9/21/2017
319024,49,Yes,9/22/2017
75514,6,Yes,9/23/2017
723514,2,Yes,9/24/2017
05206,35,Yes,9/25/2017
144422,70,Yes,9/26/2017
571216,2,Yes,9/27/2017
331520,15,Yes,9/28/2017
66618,42,Yes,9/29/2017
151822,9,Yes,9/30/2017
59095,1,Yes,10/1/2017
13092,21,Yes,10/2/2017
931723,2,Yes,10/3/2017
28568,1,Yes,10/4/2017
448816,16,Yes,10/5/2017
36213,14,Yes,10/6/2017
69061,15,Yes,10/7/2017
10319,1,Yes,10/8/2017
583224,2,Yes,10/9/2017
47011,55,Yes,10/10/2017
