Customer ID,new customer id,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,internet_service_id,quota
8695-ARGXZ,86951,2.07,1,Fiber Optic,16,0,0,0,0,0,0,0,1,75.55,2425.4,0,0,70.38,987,200
1697-NVVGY,169714,30.44,1,DSL,26,1,0,1,0,1,0,0,1,66.4,1286.05,0,0,578.36,988,200
9112-WSNPU,911223,16.91,1,Fiber Optic,30,0,0,0,0,0,0,0,1,70.55,2419,0,0,591.85,989,200
4976-LNFVV,497612,0,1,DSL,14,0,1,1,0,0,0,0,1,34.3,577.15,0,0,0,990,200
2077-MPJQO,207713,21.37,1,Fiber Optic,21,0,0,0,0,0,0,0,1,75.4,533.05,0,0,149.59,991,200
1480-IVEVR,14809,4.16,1,Fiber Optic,28,0,0,1,0,0,0,0,1,81.6,2815.25,0,0,145.6,992,200
4118-CEVPF,41183,32.92,1,Fiber Optic,22,1,1,1,1,1,1,1,0,110.8,3836.3,0,110,1152.2,993,200
9693-XMUOB,969324,0,1,Cable,23,0,1,0,0,1,1,1,1,50.25,2997.45,0,0,0,994,200
9943-VSZUV,994322,39.89,1,Fiber Optic,19,0,0,0,0,0,0,0,1,75.7,5060.85,0,0,2672.63,995,200
9355-NPPFS,935514,19.21,1,Fiber Optic,15,0,0,0,0,0,1,1,1,78.8,2006.1,0,0,499.46,996,200
5828-DWPIL,58284,4.76,1,Fiber Optic,3,1,1,1,0,0,0,0,1,89.1,5618.3,0,0,295.12,997,200
2931-FSOHN,29316,49.9,1,DSL,30,0,1,0,0,1,0,0,1,59.9,788.35,0,0,648.7,998,200
9971-ZWPBF,997126,11.74,1,Fiber Optic,12,0,1,1,1,1,1,1,0,108.9,3625.2,0,30,399.16,999,200
8421-WZOOW,842123,28.25,1,Fiber Optic,15,0,1,1,1,1,0,0,1,95.3,5567.45,0,0,1610.25,1000,200
2957-JIRMN,295710,19.52,1,Fiber Optic,3,0,0,0,0,1,0,0,1,84.45,4959.15,0,0,1210.24,1001,200
5271-DBYSJ,52714,26.84,1,Fiber Optic,15,0,0,0,0,0,1,1,0,79.15,827.7,0,140,295.24,1002,200
3915-ODIYG,391515,10.2,1,DSL,29,1,1,0,0,0,1,1,0,71.75,4374.55,0,10,612,1003,200
5671-UUNXD,567121,36.58,1,Fiber Optic,23,0,0,0,1,1,1,1,1,100.65,5189.75,0,0,1829,1004,200
0282-NVSJS,28214,0,1,DSL,14,0,0,0,1,0,0,0,1,29.3,355.9,0,0,0,1005,200
7537-CBQUZ,75373,26.11,1,Fiber Optic,20,1,1,1,0,1,1,1,1,109.4,7031.45,0,0,1644.93,1006,200
4884-ZTHVF,488426,39.01,1,Fiber Optic,28,0,1,0,0,1,0,0,1,87.1,713.6,0,0,312.08,1007,200
3055-OYMSE,305515,16.74,1,Fiber Optic,15,0,1,0,0,0,0,0,1,73.8,4003.85,0,0,887.22,1008,200
9605-WGJVW,960523,22.34,1,Fiber Optic,12,0,0,0,0,0,0,0,1,70.2,70.2,0,0,22.34,1009,200
4627-MIHJH,462713,23.4,1,Fiber Optic,27,1,0,1,1,1,1,1,1,110.25,7467.55,0,0,1614.6,1010,200
5553-AOINX,55531,39.38,1,Fiber Optic,30,0,1,1,0,1,1,1,1,104.9,6891.45,0,0,2599.08,1011,200
3258-SANFR,325819,19.74,1,DSL,7,0,0,0,0,0,0,0,1,44.7,276.5,0,0,118.44,1012,200
4833-QTJNO,483317,44.9,1,Fiber Optic,20,1,1,0,0,0,0,0,1,83.85,5588.8,0,0,3008.3,1013,200
2322-VCZHZ,232222,31.53,1,Fiber Optic,20,1,1,0,0,0,1,0,1,90,2024.1,0,0,725.19,1014,200
6383-ZTSIW,638326,9.13,1,Fiber Optic,18,1,1,0,0,1,1,0,1,99.1,3877.95,0,0,356.07,1015,200
0118-JPNOY,11810,33.74,1,Fiber Optic,7,1,0,0,0,1,0,0,1,85.8,2193.65,0,0,877.24,1016,200
9000-PLFUZ,900016,0,1,DSL,22,0,1,0,0,1,1,0,0,49.45,2907.55,0,40,0,1017,200
7779-ORAEL,777915,9.39,1,DSL,22,1,0,1,1,0,1,0,1,75.15,3480.35,0,0,422.55,1018,200
0644-OQMDK,64415,6.18,1,Fiber Optic,12,0,0,0,0,0,0,0,1,70.65,293.85,0,0,24.72,1019,200
1658-XUHBX,165824,16.15,1,Fiber Optic,26,0,0,1,0,0,1,0,1,88.75,5348.65,0,0,952.85,1020,200
2378-HTWFW,23788,26.19,1,Fiber Optic,19,1,0,0,0,0,1,0,0,91,3180.5,0,40,916.65,1021,200
0201-MIBOL,20113,10.45,1,Fiber Optic,20,1,0,0,0,1,1,1,1,102.4,6471.85,0,0,689.7,1022,200
8495-PRWFH,849516,27,1,Cable,30,0,0,1,0,0,0,0,1,55.65,2421.75,0,0,1134,1023,200
0439-IFYUN,4399,21.09,1,Fiber Optic,18,0,1,0,0,0,0,0,0,74.7,1294.6,0,20,379.62,1024,200
6458-CYIDZ,64583,36.27,1,Fiber Optic,17,1,1,0,0,0,0,0,1,80.7,374.8,0,0,181.35,1025,200
1932-UEDCX,193221,44.1,1,Fiber Optic,22,0,1,0,0,1,1,0,1,100.6,3270.25,0,0,1455.3,1026,200
5188-HGMLP,51888,35.16,1,Fiber Optic,5,0,0,0,0,0,0,0,1,74,3919.15,0,0,1898.64,1027,200
5331-RGMTT,533118,38.48,1,Fiber Optic,13,0,0,1,0,1,1,0,0,99.05,5295.7,0,40,2077.92,1028,200
4476-OSWTN,447615,8.3,1,Fiber Optic,14,1,0,1,1,1,1,0,1,110.55,7610.1,0,0,572.7,1029,200
6726-WEXXK,672623,41.11,1,Fiber Optic,14,1,0,1,0,0,0,0,1,85.9,2220.1,0,0,1109.97,1030,200
4023-RTIQM,402318,0,1,DSL,21,1,1,1,0,0,1,0,1,50.4,1580.1,0,0,0,1031,200
7872-RDDLZ,787218,48.43,1,DSL,28,0,1,0,0,0,0,0,1,54.9,3725.5,0,0,3244.81,1032,200
3162-KKZXO,316211,29.6,1,Fiber Optic,3,0,0,1,0,1,1,0,1,100.15,5409.75,0,0,1628,1033,200
8904-OPDCK,890415,0,1,DSL,4,0,0,0,0,0,0,0,1,24.95,1364.75,0,0,0,1034,200
6048-QBXKL,604817,31.74,1,DSL,25,0,1,0,0,0,0,0,1,56.55,118.25,0,0,63.48,1035,200
6734-FQAJX,67346,34.23,1,Fiber Optic,11,1,1,0,1,1,1,1,1,105.05,7171.7,0,0,2293.41,1036,200
2378-VTKDH,237822,8.59,1,Fiber Optic,7,0,1,1,0,1,1,0,1,104.35,6578.55,0,0,558.35,1037,200
2974-GGUXS,29747,11.32,1,Fiber Optic,16,0,1,0,0,1,0,0,1,91.95,3301.05,17.76,0,407.52,1038,200
7994-XIRTR,799424,5.14,1,DSL,6,0,0,1,1,0,1,0,1,65.25,3529.95,33.07,0,277.56,1039,200
5298-GSTLM,52987,48.92,1,Fiber Optic,11,1,0,0,0,1,1,0,1,101.4,6176.6,0,0,2935.2,1040,200
6121-TNHBO,612120,15.62,1,DSL,18,1,1,1,1,1,0,0,1,83,5243.05,0,0,984.06,1041,200
5119-NZPTV,511914,34.99,1,Fiber Optic,24,0,0,0,0,0,0,0,1,70.1,141.65,0,0,69.98,1042,200
3865-ZYKAD,386526,14.76,1,Fiber Optic,14,1,1,0,0,0,0,0,1,84.9,5785.65,0,0,1018.44,1043,200
2205-LPVGL,220512,18.43,1,Fiber Optic,10,1,1,0,1,0,0,0,0,89.85,5125.75,0,130,1068.94,1044,200
4868-AADLV,48681,3.27,1,Fiber Optic,10,1,1,1,1,1,1,0,1,116.25,7862.25,0,0,215.82,1045,200
3256-EZDBI,32565,0,1,DSL,21,0,1,0,0,0,0,0,1,29.45,1459.35,0,0,0,1046,200
4726-DLWQN,47264,25.23,1,DSL,23,1,1,0,0,1,0,0,0,70.35,3454.6,0,100,1261.5,1047,200
3518-FSTWG,35186,17.71,1,Fiber Optic,4,1,1,1,0,1,1,1,1,109.55,7920.7,0,0,1275.12,1048,200
0230-UBYPQ,23021,0,1,DSL,7,1,0,0,1,0,0,0,1,36.1,2298.9,0,0,0,1049,200
1104-TNLZA,110420,24.35,1,Fiber Optic,15,0,1,0,1,1,1,1,1,105.8,2998,0,0,681.8,1050,200
5195-KPUNQ,519511,34.58,1,Fiber Optic,28,1,1,0,1,0,1,1,1,96.75,5206.55,0,0,1832.74,1051,200
3908-MKIMJ,390813,0,1,Cable,28,1,1,1,0,0,0,0,1,41.95,2965.75,0,0,0,1052,200
6969-MVBAI,696913,40,1,Fiber Optic,4,0,0,1,0,1,0,0,1,90.1,816.8,0,0,360,1053,200
2453-SAFNS,245319,45.43,1,Cable,2,0,1,0,1,1,0,0,1,72.1,3886.05,0,0,2453.22,1054,200
7426-GSWPO,74267,19.2,1,Fiber Optic,18,1,1,0,0,1,1,1,1,103.5,6548.65,0,0,1228.8,1055,200
4909-JOUPP,490910,27.74,1,Fiber Optic,3,0,1,1,1,1,1,1,1,109.7,7898.45,0,0,1997.28,1056,200
6437-UDQJM,643721,47.4,1,DSL,28,1,1,1,0,1,1,1,1,84.1,6129.65,0,0,3412.8,1057,200
1226-IENZN,12269,39.52,1,Fiber Optic,17,0,0,0,0,0,1,1,1,78.75,1218.25,0,0,632.32,1058,200
3411-WLRSQ,341123,39.51,1,Fiber Optic,17,0,1,0,0,0,0,0,0,74.6,239.05,0,30,118.53,1059,200
0822-QGCXA,82217,3.43,1,DSL,21,0,1,1,1,1,1,1,1,83.85,2310.2,0,0,92.61,1060,200
3588-WSTTJ,358823,31.64,1,Fiber Optic,7,1,0,0,0,1,1,1,1,99.05,3554.6,0,0,1107.4,1061,200
3798-EPWRR,37985,19.09,1,DSL,30,0,0,0,0,0,0,0,1,43.95,85.1,0,0,38.18,1062,200
4989-LIXVT,498912,19.67,1,Fiber Optic,28,0,1,1,0,0,1,0,1,95.9,6503.2,0,0,1337.56,1063,200
5481-NTDOH,548114,38.47,1,Fiber Optic,20,1,0,1,0,1,1,0,1,107.05,7142.5,0,0,2577.49,1064,200
0749-IRGQE,7499,0,1,DSL,9,0,0,0,0,1,1,0,1,45.3,528.45,0,0,0,1065,200
1754-GKYPY,17547,22.38,1,Fiber Optic,14,0,0,0,0,1,1,1,1,89.75,1938.9,0,0,492.36,1066,200
1591-MQJTP,159113,2.21,1,Fiber Optic,10,1,0,1,0,0,1,0,1,93.65,4839.15,0,0,112.71,1067,200
7471-MQPOS,747113,46.11,1,DSL,20,0,1,1,1,0,1,0,0,72.9,5139.65,0,20,3273.81,1068,200
3259-KNMRR,325911,9.1,1,DSL,16,0,1,1,0,1,1,0,1,79.75,4438.2,0,0,518.7,1069,200
6120-RJKLU,612018,24.62,1,DSL,29,1,0,1,1,1,1,0,1,79.95,4819.75,0,0,1526.44,1070,200
4323-OHFOW,432315,33.74,1,Fiber Optic,24,0,1,0,1,1,1,0,1,105.55,7195.35,0,0,2361.8,1071,200
6563-VNPMN,656322,4.14,1,Fiber Optic,20,1,1,0,1,0,0,0,0,85.7,3778.1,0,50,186.3,1072,200
2267-WTPYD,226723,23.05,1,Fiber Optic,30,0,1,1,0,0,1,0,1,94,5438.95,0,0,1313.85,1073,200
9129-UXERG,912921,1.27,1,Fiber Optic,3,0,1,0,1,1,1,1,0,103.6,1806.35,0,10,22.86,1074,200
6229-LSCKB,622912,48.32,1,Fiber Optic,11,0,0,0,0,1,0,0,1,79.7,497.6,0,0,289.92,1075,200
6127-IYJOZ,61279,40.38,1,DSL,6,0,0,0,0,0,0,0,1,45.85,45.85,0,0,40.38,1076,200
8065-QBYTO,806517,3.91,1,Fiber Optic,12,1,1,0,1,1,0,0,1,99.65,7181.25,0,0,277.61,1077,200
7921-LMDFQ,792112,4.14,1,Fiber Optic,21,0,0,1,0,1,1,1,1,94,4905.75,0,0,211.14,1078,200
5820-PTRYM,582016,26.82,1,Cable,18,1,1,1,1,0,0,0,1,68.45,4014,0,0,1501.92,1079,200
6211-WHMYA,621123,0,1,DSL,21,0,1,0,1,1,0,0,0,43.85,2751,0,30,0,1080,200
2451-YMUXS,245125,28.88,1,DSL,11,1,1,0,1,0,0,0,1,64.55,4250.1,0,0,1934.96,1081,200
4690-PKDQG,469016,22.89,1,Fiber Optic,12,0,1,1,0,1,0,0,1,95.55,3930.6,0,0,961.38,1082,200
7789-CRUVC,77893,33.75,1,Fiber Optic,29,1,1,1,1,0,0,0,1,94.2,5895.45,0,0,2058.75,1083,200
9972-VAFJJ,997222,47.64,1,Fiber Optic,25,0,1,1,1,1,0,0,1,94,4871.45,0,0,2524.92,1084,200
5981-ZVXOT,598126,10.73,1,Fiber Optic,3,1,1,1,0,1,1,1,1,108.35,3726.15,0,0,375.55,1085,200
2274-XUATA,227424,0,1,Cable,26,1,1,1,1,1,1,1,1,63.1,4685.55,0,0,0,1086,200
0666-UXTJO,66621,29.66,1,Fiber Optic,29,0,0,1,0,1,0,0,1,85.2,2874.45,0,0,1008.44,1087,200
1035-IPQPU,10359,18.14,1,Fiber Optic,2,0,1,1,0,1,1,1,1,103.5,6479.4,0,0,1142.82,1088,200
2235-DWLJU,22354,0,1,DSL,24,0,0,0,0,1,1,1,1,44.4,263.05,0,0,0,1089,200
3605-JISKB,360510,9.08,1,Cable,23,1,1,0,0,0,0,0,1,60,3316.1,0,0,499.4,1090,200
3668-QPYBK,366817,10.47,1,DSL,21,1,1,0,0,0,0,0,1,53.85,108.15,0,0,20.94,1091,200
9237-HQITU,92378,9.12,1,Fiber Optic,51,0,0,0,0,0,0,0,1,70.7,151.65,0,0,18.24,1092,200
9305-CDSKC,93053,12.15,1,Cable,26,0,0,1,0,1,1,1,1,99.65,820.5,0,0,97.2,1093,200
7892-POOKP,789216,4.89,1,Fiber Optic,47,0,0,1,1,1,1,1,1,104.8,3046.05,0,0,136.92,1094,200
0280-XJGEX,28024,44.33,1,Fiber Optic,11,0,1,1,0,1,1,1,1,103.7,5036.3,0,0,2172.17,1095,200
4190-MFLUW,419013,9.41,1,Cable,69,0,0,1,1,0,0,0,1,55.2,528.35,0,0,94.1,1096,200
6467-CHFZW,64673,31.35,1,Fiber Optic,16,0,1,0,0,1,1,1,1,99.35,4749.15,0,0,1473.45,1097,200
8665-UTDHZ,866521,0,1,DSL,58,0,1,0,0,0,0,0,1,30.2,30.2,0,0,0,1098,200
8773-HHUOZ,87738,40.55,1,Cable,41,0,0,0,0,1,1,1,1,64.7,1093.1,0,0,689.35,1099,200
6047-YHPVI,604725,12.6,1,Fiber Optic,58,0,0,0,0,0,0,0,1,69.7,316.9,0,0,63,1100,200
5380-WJKOV,538023,21.69,1,Fiber Optic,28,0,1,1,0,1,1,1,1,106.35,3549.25,0,0,737.46,1101,200
8168-UQWWF,816821,27.57,1,Cable,18,0,0,1,0,1,1,1,1,97.85,1105.4,0,0,303.27,1102,200
7760-OYPDY,776015,5.85,1,Fiber Optic,19,0,0,0,0,1,0,0,0,80.65,144.15,0,20,11.7,1103,200
9420-LOJKX,942012,3.96,1,Fiber Optic,20,1,1,0,0,1,1,1,1,99.1,1426.4,0,0,59.4,1104,200
5698-BQJOH,56982,27.21,1,Fiber Optic,29,0,0,0,0,1,1,1,1,94.4,857.25,0,0,244.89,1105,200
5919-TMRGD,591920,13.13,1,Fiber Optic,57,0,0,0,0,1,0,0,1,79.35,79.35,0,0,13.13,1106,200
9191-MYQKX,919113,8.69,1,Fiber Optic,53,0,0,1,0,0,0,0,1,75.15,496.9,0,0,60.83,1107,200
8637-XJIVR,863724,25.34,1,Fiber Optic,56,1,0,0,0,0,0,0,0,78.95,927.35,0,80,304.08,1108,200
3192-NQECA,319214,14.79,1,Fiber Optic,47,0,1,1,1,1,1,1,1,110,7611.85,0,0,1005.72,1109,200
0486-HECZI,4868,49.06,1,Fiber Optic,27,1,1,0,0,1,0,0,1,96.75,5238.9,0,0,2698.3,1110,200
5299-RULOA,529918,24.48,1,Fiber Optic,30,1,0,0,0,1,1,1,1,100.25,1064.65,0,0,244.8,1111,200
0404-SWRVG,40419,14.6,1,Fiber Optic,71,0,0,0,0,0,0,1,1,74.4,229.55,8.74,0,43.8,1112,200
6207-WIOLX,620723,0,1,DSL,48,1,1,1,0,1,1,1,1,58.6,1502.65,4.48,0,0,1113,200
3091-FYHKI,30916,0,1,DSL,22,0,0,0,0,0,1,1,1,35.45,35.45,0,0,0,1114,200
2372-HWUHI,23728,46.84,1,DSL,3,0,0,0,0,0,0,0,1,44.35,81.25,0,0,93.68,1115,200
4080-OGPJL,408015,48.14,1,DSL,18,1,0,0,1,0,1,1,1,71.15,563.65,0,0,385.12,1116,200
2135-RXIHG,213518,14.12,1,Cable,24,0,0,0,0,0,0,0,1,45.65,45.65,0,0,14.12,1117,200
3874-EQOEP,38745,20.52,1,Cable,28,0,0,0,0,1,1,1,0,95,655.5,36.6,10,143.64,1118,200
0867-MKZVY,86713,36.6,1,Fiber Optic,51,1,0,0,0,0,0,1,1,82.4,1592.35,33.43,0,732,1119,200
3376-BMGFE,33762,33.5,1,Fiber Optic,27,0,0,0,0,0,0,0,1,70.9,273,8.74,0,134,1120,200
1875-QIVME,187517,11.51,1,Fiber Optic,53,0,0,1,1,1,1,1,1,104.4,242.8,45.44,0,23.02,1121,200
0691-JVSYA,69110,40.62,1,Fiber Optic,73,0,0,1,0,1,1,1,1,94.85,5000.2,18.55,0,2152.86,1122,200
6317-YPKDH,631725,0,1,DSL,27,0,1,0,0,0,0,0,1,29.95,29.95,0,0,0,1123,200
9367-WXLCH,936723,25.73,1,Fiber Optic,19,0,0,0,0,0,1,1,1,84.5,662.65,33.21,0,205.84,1124,200
1918-ZBFQJ,191826,33.54,1,Fiber Optic,76,0,1,1,0,0,0,0,1,79.25,1111.65,48.25,0,436.02,1125,200
1024-GUALD,10247,0,1,DSL,29,0,0,0,0,0,0,1,1,24.8,24.8,0,0,0,1126,200
2472-OVKUP,247215,42.08,1,Fiber Optic,29,0,1,1,0,0,1,1,1,91,531,0,0,252.48,1127,200
1285-OKIPP,128515,23.2,1,Fiber Optic,21,0,0,0,0,0,1,1,1,79.9,79.9,0,0,23.2,1128,200
7825-ECJRF,78255,28.35,1,Fiber Optic,19,1,0,1,1,1,1,1,0,106.6,1934.45,21.72,40,538.65,1129,200
7841-TZDMQ,784120,49.81,1,DSL,41,0,0,0,0,0,0,1,1,46,84.5,0,0,99.62,1130,200
9408-SSNVZ,940819,29.4,1,Fiber Optic,17,0,0,0,0,0,0,0,1,70.15,268.35,21.69,0,117.6,1131,200
0742-MOABM,74213,9.67,1,Cable,22,0,0,0,1,0,0,0,1,50.05,179.35,0,0,38.68,1132,200
2232-DMLXU,22324,35.6,1,DSL,58,0,0,0,0,1,0,1,1,55.2,55.2,0,0,35.6,1133,200
8937-RDTHP,893718,26.85,1,Fiber Optic,11,1,0,0,0,0,1,1,1,84.6,84.6,0,0,26.85,1134,200
1251-KRREG,125111,44.31,1,DSL,73,0,1,0,0,0,0,1,1,54.4,114.1,0,0,88.62,1135,200
0322-YINQP,32225,11.35,1,DSL,9,1,0,0,0,0,0,0,1,48.55,48.55,0,0,11.35,1136,200
4629-NRXKX,462914,46.23,1,Fiber Optic,21,0,0,0,0,0,0,0,1,70.4,147.15,0,0,92.46,1137,200
4959-JOSRX,495910,30.19,1,Cable,16,0,0,0,0,0,0,0,1,44.6,80.55,0,0,60.38,1138,200
6366-ZGQGL,636626,0,1,Cable,29,0,0,0,0,0,0,0,1,24.8,24.8,0,0,0,1139,200
5940-AHUHD,59401,44.59,1,Fiber Optic,41,0,0,0,0,0,0,0,1,70.6,70.6,0,0,44.59,1140,200
6432-TWQLB,643220,42.29,1,Fiber Optic,16,0,1,0,1,0,0,0,1,85.4,401.1,45.37,0,211.45,1141,200
4484-GLZOU,44847,10.59,1,Fiber Optic,48,0,1,1,0,1,1,1,1,105.05,5624.85,27.6,0,550.68,1142,200
9512-UIBFX,951221,1.51,1,Fiber Optic,28,0,0,1,0,1,1,1,1,95.15,1779.95,10.17,0,27.18,1143,200
5583-SXDAG,558319,19.15,1,Fiber Optic,18,0,0,0,0,0,0,0,0,70,70,0,10,19.15,1144,200
3580-REOAC,358018,49.58,1,DSL,17,0,0,0,0,0,0,0,1,44.85,435.4,0,0,495.8,1145,200
6390-DSAZX,63904,6.19,1,Fiber Optic,52,1,0,0,0,0,0,1,1,73.6,73.6,0,0,6.19,1146,200
7563-BIUPC,75632,5.78,1,Fiber Optic,52,0,0,0,0,1,0,0,0,80.6,415.55,36.44,40,28.9,1147,200
2321-OMBXY,232115,42.14,1,DSL,19,1,1,0,1,1,1,1,1,80.3,3058.65,0,0,1601.32,1148,200
0122-OAHPZ,12215,28.62,1,Fiber Optic,26,0,0,0,0,0,0,1,1,73.85,511.25,13.03,0,200.34,1149,200
2868-SNELZ,286819,5.32,1,Fiber Optic,20,0,0,1,0,0,0,0,1,80.6,155.8,0,0,10.64,1150,200
4322-RCYMT,432218,29.18,1,DSL,18,0,1,1,1,0,1,1,0,75.8,5293.95,0,90,1984.24,1151,200
6680-NENYN,668014,12.88,1,Fiber Optic,59,0,1,1,0,1,1,1,1,104.6,4759.85,0,0,553.84,1152,200
1343-EHPYB,13435,48.95,1,Fiber Optic,13,0,1,1,0,1,1,1,1,103.4,6603,0,0,3083.85,1153,200
2034-GDRCN,20347,10.53,1,Fiber Optic,8,0,0,0,0,1,1,1,1,90.4,168.2,0,0,21.06,1154,200
0219-YTZUE,21925,28.77,1,Fiber Optic,19,0,1,1,0,0,0,1,1,84.8,371.9,0,0,115.08,1155,200
4572-DVCGN,45724,27.1,1,Fiber Optic,11,0,0,0,0,0,1,1,1,80.25,846,0,0,271,1156,200
1010-DIAUQ,10104,20.86,1,Fiber Optic,8,0,0,1,0,1,1,1,1,96.5,492.55,0,0,104.3,1157,200
0259-GBZSH,2597,40.43,1,Cable,27,0,0,0,0,1,0,1,1,85.65,181.5,0,0,80.86,1158,200
9601-BRXPO,96012,8.91,1,Fiber Optic,10,0,0,1,1,1,1,1,1,104.95,2566.5,0,0,222.75,1159,200
6905-NIQIN,690514,14.78,1,DSL,59,0,1,0,0,0,0,1,1,50.65,50.65,0,0,14.78,1160,200
5167-ZFFMM,516726,8.56,1,Fiber Optic,24,0,1,0,0,0,1,1,1,90.85,90.85,0,0,8.56,1161,200
6599-CEBNN,65993,1.55,1,Fiber Optic,14,0,1,0,0,0,0,0,1,73.95,2524.45,0,0,52.7,1162,200
0979-PHULV,97916,48.8,1,Fiber Optic,26,0,0,1,0,1,1,1,1,99.45,7007.6,0,0,3367.2,1163,200
0578-SKVMF,57819,4.01,1,Cable,53,0,1,0,0,0,1,1,1,83.3,1845.9,0,0,88.22,1164,200
2957-LOLHO,295712,11.12,1,DSL,14,0,0,0,0,0,0,0,1,45.4,518.9,0,0,133.44,1165,200
7752-XUSCI,775224,10.7,1,Fiber Optic,71,0,1,1,0,1,1,1,1,105.9,6396.45,0,0,642,1166,200
4110-PFEUZ,411016,29.78,1,Fiber Optic,13,0,0,0,0,0,0,0,1,69.55,69.55,0,0,29.78,1167,200
0256-LTHVJ,25612,16.85,1,Fiber Optic,13,0,0,0,0,0,1,1,1,81.05,2227.1,0,0,471.8,1168,200
0880-TKATG,88020,9.56,1,Fiber Optic,48,0,0,1,0,1,1,1,1,101.15,385.9,0,0,38.24,1169,200
3811-VBYBZ,381122,47.03,1,Fiber Optic,2,0,1,0,0,1,1,1,0,99.8,673.25,0,10,329.21,1170,200
4640-UHDOS,464021,19.05,1,DSL,27,0,0,0,0,0,1,1,1,55.95,734.35,0,0,247.65,1171,200
3583-EKAPL,35835,47.22,1,Cable,53,0,0,0,0,0,1,1,1,55,55,0,0,47.22,1172,200
9399-APLBT,93991,21.91,1,Fiber Optic,8,0,1,0,0,0,0,0,1,74.7,74.7,0,0,21.91,1173,200
2359-KMGLI,235911,49.3,1,Fiber Optic,20,0,1,0,0,0,0,0,1,80.25,1861.5,0,0,1183.2,1174,200
0306-JAELE,30610,31.09,1,Fiber Optic,11,0,0,0,1,1,1,1,1,96.1,453.4,0,0,155.45,1175,200
6227-HWPWX,62278,4.67,1,Fiber Optic,28,0,0,0,0,0,0,0,1,69,994.8,0,0,70.05,1176,200
0447-BEMNG,4472,0,1,Cable,58,1,0,1,0,0,1,1,0,45.3,2145,0,140,0,1177,200
5949-XIKAE,594924,32.32,1,Cable,25,0,1,0,0,1,0,0,1,83.55,680.05,0,0,258.56,1178,200
8372-JUXUI,837210,14.02,1,Fiber Optic,2,0,0,0,0,0,0,0,1,74.35,74.35,0,0,14.02,1179,200
0388-EOPEX,3885,9.79,1,Fiber Optic,41,1,0,0,0,0,0,0,1,74.4,139.4,0,0,19.58,1180,200
8205-OTCHB,820515,0,1,DSL,16,0,1,1,0,0,1,1,1,43.75,903.6,0,0,0,1181,200
7783-YKGDV,778325,16.07,1,Fiber Optic,14,1,1,1,0,0,1,1,1,99.7,1238.45,0,0,192.84,1182,200
7218-HKQFK,72188,18.79,1,Fiber Optic,19,0,0,0,1,1,1,1,1,94.2,167.5,0,0,37.58,1183,200
4636-QRJKY,463617,36.12,1,Fiber Optic,23,0,0,0,1,0,0,0,1,80.5,502.85,0,0,216.72,1184,200
9412-GHEEC,94127,35.58,1,Fiber Optic,8,0,0,1,1,1,1,1,1,104.8,4131.95,0,0,1423.2,1185,200
6825-UYPFK,682521,27.61,1,Fiber Optic,23,0,0,0,0,0,0,0,1,75.6,1758.6,0,0,635.03,1186,200
8397-MVTAZ,839713,23.09,1,Fiber Optic,52,0,0,1,0,1,1,1,0,100.05,3480,0,20,785.06,1187,200
9282-IZGQK,92829,30.52,1,Fiber Optic,30,0,0,0,0,0,1,1,1,85,85,0,0,30.52,1188,200
1342-JPNKI,134210,5.92,1,Fiber Optic,11,0,0,0,0,1,0,0,1,86.05,834.1,0,0,59.2,1189,200
2817-NTQDO,281714,0,1,DSL,17,1,0,0,1,1,0,0,1,45.55,597,0,0,0,1190,200
6986-IJDHX,69869,40.25,1,Fiber Optic,19,0,1,0,0,1,0,0,1,86.3,3266,0,0,1569.75,1191,200
5301-GAUUY,53017,1.49,1,Fiber Optic,21,0,1,0,0,0,0,0,1,80.35,2596.15,0,0,47.68,1192,200
0939-YAPAF,93925,10.49,1,Fiber Optic,17,0,0,1,0,1,1,1,1,100.25,3527.6,0,0,367.15,1193,200
4710-FDUIZ,47106,26.15,1,Fiber Optic,7,0,1,0,0,1,1,1,0,100.3,5614.45,0,100,1464.4,1194,200
3627-FHKBK,36276,4.13,1,Fiber Optic,51,1,0,0,0,0,0,0,1,75.3,75.3,0,0,4.13,1195,200
0719-SYFRB,71919,36.24,1,DSL,30,1,0,1,1,0,0,0,1,61.65,713.75,0,0,434.88,1196,200
6543-CPZMK,65433,0,1,DSL,9,0,1,0,0,0,0,0,0,29.95,248.95,0,10,0,1197,200
4765-OXPPD,476515,6.35,1,Cable,69,1,1,1,1,0,0,0,1,65,663.05,0,0,57.15,1198,200
7207-RMRDB,720718,34.14,1,Fiber Optic,26,0,1,1,0,1,1,1,1,105.5,6985.65,0,0,2219.1,1199,200
0195-IESCP,1959,2.02,1,Fiber Optic,82,0,0,0,0,0,1,1,0,85.25,855.3,0,100,20.2,1200,200
4580-TMHJU,458020,37.25,1,DSL,20,0,0,0,0,1,0,0,1,56.15,2499.3,0,0,1601.75,1201,200
0970-ETWGE,9705,42.46,1,Cable,27,0,0,0,0,1,1,1,1,89.55,89.55,0,0,42.46,1202,200
