Gender,Age,Married,Dependents,Number of Dependents,newcustomer,Referred a Friend,Number of Referrals,Contract,Customer Status,Churn Score,CLTV,Acquisition Channel,Channel_ID
Female,63,1,0,0,30237,1,1,Month-to-Month,Churned,66,3336,Referal,6
Female,25,1,0,0,5249,1,1,Month-to-Month,Churned,90,3698,Referal,6
Female,29,0,0,0,273725,0,0,Month-to-Month,Churned,69,2856,Marketing Campaigns,2
Female,37,0,0,0,515925,0,0,Month-to-Month,Churned,91,5270,Marketing Campaigns,2
Female,45,0,0,0,79271,0,0,Month-to-Month,Churned,76,4417,Marketing Campaigns,2
Male,63,1,1,2,761915,1,1,Month-to-Month,Churned,90,5699,Referal,6
Male,60,0,0,0,25147,0,0,Month-to-Month,Churned,92,4490,Marketing Campaigns,2
Male,58,1,0,0,265922,0,0,One Year,Churned,85,4146,Marketing Campaigns,2
Female,63,1,0,0,42857,1,1,Month-to-Month,Churned,89,3344,Referal,6
Female,64,0,0,0,833713,0,0,Month-to-Month,Churned,74,3677,Marketing Campaigns,2
Female,56,0,0,0,81822,0,0,Month-to-Month,Churned,90,2468,Marketing Campaigns,2
Male,41,0,0,0,24823,0,0,Month-to-Month,Churned,67,3156,Marketing Campaigns,2
Female,53,0,0,0,86617,0,0,One Year,Churned,75,5189,Marketing Campaigns,2
Female,52,1,0,0,71812,1,1,Month-to-Month,Churned,85,4811,Referal,6
Female,30,0,0,0,62049,0,0,Month-to-Month,Churned,65,4330,Marketing Campaigns,2
Female,51,0,0,0,45293,0,0,Month-to-Month,Churned,85,4381,Marketing Campaigns,2
Female,20,0,0,0,25063,0,0,Month-to-Month,Churned,80,3578,Marketing Campaigns,2
Male,60,0,0,0,15839,0,0,Month-to-Month,Churned,90,3965,Marketing Campaigns,2
Female,43,0,0,0,15115,0,0,Month-to-Month,Churned,78,4739,Marketing Campaigns,2
Male,28,1,0,0,32010,1,1,Month-to-Month,Churned,83,3425,Referal,6
Male,41,1,0,0,718016,0,0,Month-to-Month,Churned,75,5554,Marketing Campaigns,2
Male,60,0,0,0,357118,0,0,Month-to-Month,Churned,91,6001,Marketing Campaigns,2
Female,48,0,0,0,957822,0,0,Month-to-Month,Churned,73,4722,Marketing Campaigns,2
Male,42,0,0,0,614017,0,0,Month-to-Month,Churned,91,5739,Marketing Campaigns,2
Male,27,1,0,0,430711,1,1,Month-to-Month,Churned,68,5543,Referal,6
Female,42,1,0,0,747013,1,1,Month-to-Month,Churned,86,2655,Referal,6
Female,63,0,0,0,748813,0,0,Month-to-Month,Churned,96,3223,Marketing Campaigns,2
Male,44,0,0,0,20276,0,0,Month-to-Month,Churned,92,2406,Marketing Campaigns,2
Male,46,0,0,0,26724,0,0,Month-to-Month,Churned,91,5386,Marketing Campaigns,2
Female,21,1,0,0,387013,1,1,One Year,Churned,90,6189,Referal,6
Female,24,1,0,0,48003,1,1,One Year,Churned,71,4736,Referal,6
Male,35,0,0,0,73774,0,0,Month-to-Month,Churned,89,4134,Marketing Campaigns,2
Female,49,0,0,0,894910,0,0,Month-to-Month,Churned,72,5144,Marketing Campaigns,2
Male,35,1,0,0,32119,1,1,Month-to-Month,Churned,67,4469,Referal,6
Female,49,0,1,1,510313,0,0,Month-to-Month,Churned,82,4563,Marketing Campaigns,2
Female,45,0,0,0,23511,0,0,Month-to-Month,Churned,86,3967,Marketing Campaigns,2
Female,61,1,0,0,28847,1,4,Month-to-Month,Churned,79,5413,Referal,6
Female,22,1,0,0,513611,1,1,One Year,Churned,76,4461,Referal,6
Male,23,0,0,0,372223,0,0,Month-to-Month,Churned,72,4254,Marketing Campaigns,2
Female,22,1,0,0,29295,1,1,Month-to-Month,Churned,80,2939,Referal,6
Female,62,0,0,0,754819,0,0,Month-to-Month,Churned,74,5056,Marketing Campaigns,2
Female,28,1,0,0,883522,1,1,Month-to-Month,Churned,86,4559,Referal,6
Female,55,1,0,0,162314,1,1,One Year,Churned,82,2044,Referal,6
Female,38,0,0,0,523616,0,0,Two Year,Churned,89,4738,Marketing Campaigns,2
Male,54,0,0,0,78546,0,0,Month-to-Month,Churned,93,4747,Marketing Campaigns,2
Male,30,0,0,0,25196,0,0,Month-to-Month,Churned,76,5274,Marketing Campaigns,2
Female,26,0,0,0,70899,0,0,Month-to-Month,Churned,71,2363,Marketing Campaigns,2
Female,55,0,0,0,949220,0,0,Month-to-Month,Churned,90,2708,Marketing Campaigns,2
Male,58,1,0,0,33256,1,1,One Year,Churned,85,3770,Referal,6
Female,30,0,0,0,848125,0,0,Month-to-Month,Churned,70,4584,Marketing Campaigns,2
Female,32,0,0,0,26099,0,0,Month-to-Month,Churned,79,2756,Marketing Campaigns,2
Male,53,0,0,0,17403,0,0,Month-to-Month,Churned,88,2548,Marketing Campaigns,2
Male,26,1,0,0,263615,1,4,Month-to-Month,Churned,90,3955,Referal,6
Female,45,1,0,0,132315,1,1,Month-to-Month,Churned,87,6481,Referal,6
Female,44,0,0,0,992126,0,0,Month-to-Month,Churned,94,4155,Marketing Campaigns,2
Male,60,0,0,0,470113,0,0,Month-to-Month,Churned,78,2933,Marketing Campaigns,2
Male,28,1,0,0,92067,1,1,Month-to-Month,Churned,88,5212,Referal,6
Male,53,0,0,0,15962,0,0,Month-to-Month,Churned,79,2785,Marketing Campaigns,2
Male,55,0,0,0,843323,1,8,One Year,Stayed,75,5669,Referal,6
Male,28,0,0,0,37077,0,0,Month-to-Month,Churned,93,4750,Marketing Campaigns,2
Male,52,0,0,0,576626,0,0,Month-to-Month,Churned,66,4152,Marketing Campaigns,2
Female,46,0,0,0,89317,0,0,Month-to-Month,Churned,90,3520,Marketing Campaigns,2
Female,34,0,0,0,427716,0,0,Month-to-Month,Churned,67,5071,Marketing Campaigns,2
Male,62,0,0,0,2038,0,0,One Year,Churned,79,3779,Marketing Campaigns,2
Male,46,0,0,0,95211,0,0,Month-to-Month,Churned,91,5525,Marketing Campaigns,2
Male,48,0,0,0,81785,0,0,Month-to-Month,Churned,70,3378,Marketing Campaigns,2
Male,36,0,0,0,323023,0,0,One Year,Churned,79,3306,Marketing Campaigns,2
Male,59,1,0,0,4072,1,1,Month-to-Month,Churned,88,4129,Referal,6
Male,33,1,0,0,960021,1,1,Month-to-Month,Churned,68,4095,Referal,6
Female,44,0,0,0,407419,0,0,Month-to-Month,Churned,83,2614,Marketing Campaigns,2
Female,56,0,0,0,49107,0,0,Month-to-Month,Churned,96,4033,Marketing Campaigns,2
Male,61,1,1,6,432319,1,2,Month-to-Month,Churned,93,3520,Referal,6
Male,44,1,0,0,44462,1,1,Month-to-Month,Churned,86,5011,Referal,6
Female,56,0,1,2,52029,0,0,Month-to-Month,Churned,72,3106,Marketing Campaigns,2
Male,36,1,0,0,597610,1,1,Month-to-Month,Churned,94,2162,Referal,6
Female,25,0,0,0,13715,0,0,Month-to-Month,Churned,90,3056,Marketing Campaigns,2
Female,41,1,0,0,335114,0,0,One Year,Stayed,38,2276,Referal,6
Male,61,1,1,1,759310,1,5,Month-to-Month,Churned,90,4525,Referal,6
Female,24,0,0,0,458825,0,0,Month-to-Month,Churned,91,4205,Marketing Campaigns,2
Male,21,0,0,0,50287,0,0,Month-to-Month,Churned,96,5317,Marketing Campaigns,2
Male,21,1,0,0,687720,1,1,Month-to-Month,Churned,80,2627,Referal,6
Male,21,0,0,0,67694,0,0,Month-to-Month,Churned,71,2097,Marketing Campaigns,2
Male,62,0,0,0,243311,0,0,Month-to-Month,Churned,71,2445,Marketing Campaigns,2
Female,40,1,0,0,219526,1,1,Month-to-Month,Churned,90,3631,Referal,6
Female,51,0,0,0,355019,0,0,Month-to-Month,Churned,66,5456,Marketing Campaigns,2
Male,59,0,0,0,201120,0,0,Month-to-Month,Churned,82,5474,Marketing Campaigns,2
Male,64,0,0,0,48739,0,0,Month-to-Month,Churned,67,5546,Marketing Campaigns,2
Male,26,1,0,0,272511,0,0,Month-to-Month,Churned,86,5460,Marketing Campaigns,2
Female,64,0,0,0,95654,0,0,Month-to-Month,Churned,87,4689,Marketing Campaigns,2
Male,21,0,0,0,83488,0,0,Month-to-Month,Churned,90,5775,Marketing Campaigns,2
Male,43,0,1,3,684923,0,0,Month-to-Month,Churned,92,2611,Marketing Campaigns,2
Female,64,0,0,0,465914,0,0,Month-to-Month,Churned,78,5830,Marketing Campaigns,2
Male,44,0,0,0,842924,0,0,Month-to-Month,Churned,77,4694,Marketing Campaigns,2
Female,46,0,0,0,26082,0,0,Month-to-Month,Churned,89,3600,Marketing Campaigns,2
Male,24,1,0,0,734112,1,8,Month-to-Month,Churned,87,4013,Referal,6
Male,60,0,0,0,946213,0,0,Month-to-Month,Churned,92,4399,Marketing Campaigns,2
Female,61,0,0,0,812825,0,0,Month-to-Month,Churned,81,4513,Marketing Campaigns,2
Male,55,1,0,0,156920,1,1,Month-to-Month,Churned,72,3401,Referal,6
Female,47,0,0,0,474922,0,0,Month-to-Month,Churned,90,4778,Marketing Campaigns,2
Male,19,1,0,0,759821,1,1,Month-to-Month,Churned,71,4340,Referal,6
Male,28,0,0,0,793815,0,0,Month-to-Month,Churned,72,3916,Marketing Campaigns,2
Female,37,1,0,0,4311,1,1,One Year,Churned,91,5958,Referal,6
Male,47,0,0,0,342614,0,0,Month-to-Month,Churned,66,2087,Marketing Campaigns,2
Male,44,0,0,0,338722,0,0,Month-to-Month,Churned,69,5701,Marketing Campaigns,2
Female,39,0,0,0,114314,0,0,Month-to-Month,Churned,95,2187,Marketing Campaigns,2
Female,58,0,0,0,41513,0,0,Month-to-Month,Churned,76,3204,Marketing Campaigns,2
Male,44,0,0,0,24959,0,0,Month-to-Month,Churned,66,5605,Marketing Campaigns,2
Male,41,1,1,3,413919,1,1,Month-to-Month,Churned,77,2067,Referal,6
Female,45,0,0,0,685722,0,0,Month-to-Month,Churned,87,3473,Marketing Campaigns,2
Female,19,0,0,0,56242,0,0,Month-to-Month,Churned,70,4285,Marketing Campaigns,2
Female,54,0,0,0,557715,0,0,Month-to-Month,Churned,69,2428,Marketing Campaigns,2
Male,42,1,0,0,610017,1,1,Month-to-Month,Churned,91,5775,Referal,6
Male,28,0,0,0,269114,0,0,Month-to-Month,Churned,89,2752,Marketing Campaigns,2
Female,48,0,0,0,44048,0,0,One Year,Churned,85,5175,Marketing Campaigns,2
Female,34,0,0,0,729510,0,0,Month-to-Month,Churned,87,2895,Marketing Campaigns,2
Female,63,0,0,0,501319,0,0,Two Year,Churned,84,5855,Marketing Campaigns,2
Male,32,0,0,0,602325,0,0,Month-to-Month,Churned,81,5351,Marketing Campaigns,2
Male,25,0,0,0,720910,0,0,Month-to-Month,Churned,83,2832,Marketing Campaigns,2
Male,53,1,0,0,61584,1,1,One Year,Churned,82,3195,Referal,6
Male,23,1,0,0,37637,1,1,One Year,Churned,95,5504,Referal,6
Male,33,0,0,0,7727,0,0,Month-to-Month,Churned,93,5202,Marketing Campaigns,2
Male,43,1,0,0,48315,1,1,Month-to-Month,Churned,70,5150,Referal,6
Female,42,1,1,3,91707,1,1,Month-to-Month,Churned,84,4734,Referal,6
Female,24,0,0,0,200213,0,0,Month-to-Month,Churned,76,3820,Marketing Campaigns,2
Female,44,0,0,0,200415,0,0,Month-to-Month,Churned,85,5622,Marketing Campaigns,2
Male,39,1,0,0,502717,1,1,Month-to-Month,Churned,82,4292,Referal,6
Female,53,0,0,0,26728,0,0,Month-to-Month,Churned,68,2266,Marketing Campaigns,2
Male,20,1,0,0,750813,1,1,Month-to-Month,Churned,89,2177,Referal,6
Male,41,0,0,0,1484,0,0,Month-to-Month,Churned,82,5641,Marketing Campaigns,2
Male,40,1,0,0,999218,1,1,Month-to-Month,Churned,68,5248,Referal,6
Female,63,1,0,0,31013,1,1,Month-to-Month,Churned,77,5612,Referal,6
Male,31,0,0,0,569617,0,0,Month-to-Month,Churned,73,2644,Marketing Campaigns,2
Female,39,0,0,0,49518,0,0,Month-to-Month,Churned,75,2066,Marketing Campaigns,2
Male,46,0,0,0,78545,0,0,Month-to-Month,Churned,77,2195,Marketing Campaigns,2
Female,51,0,0,0,886920,0,0,One Year,Churned,69,2681,Marketing Campaigns,2
Male,52,0,0,0,21152,0,0,Month-to-Month,Churned,75,4881,Marketing Campaigns,2
Male,35,1,0,0,6114,1,1,Month-to-Month,Churned,78,4594,Referal,6
Male,51,1,0,0,778015,1,1,Month-to-Month,Churned,86,2421,Referal,6
Female,50,0,0,0,97474,0,0,Month-to-Month,Churned,74,4378,Marketing Campaigns,2
Male,45,0,0,0,56410,0,0,Month-to-Month,Churned,90,5007,Marketing Campaigns,2
Female,47,1,0,0,33483,1,1,Month-to-Month,Churned,71,2990,Referal,6
Male,20,0,0,0,14287,0,0,Month-to-Month,Churned,81,4601,Marketing Campaigns,2
Female,57,1,0,0,224925,1,3,Month-to-Month,Churned,84,4223,Referal,6
Female,35,0,0,0,741025,0,0,Month-to-Month,Churned,75,2872,Marketing Campaigns,2
Male,60,0,0,0,46267,0,0,Month-to-Month,Churned,79,3506,Marketing Campaigns,2
Male,51,0,0,0,55902,0,0,Month-to-Month,Churned,91,4152,Marketing Campaigns,2
Female,43,1,1,1,32371,1,1,Month-to-Month,Churned,67,5122,Referal,6
Male,38,0,0,0,159114,0,0,Month-to-Month,Churned,91,4769,Marketing Campaigns,2
Female,32,1,0,0,5962,1,1,Month-to-Month,Churned,93,4120,Referal,6
Male,52,0,0,0,148126,0,0,Month-to-Month,Churned,80,5433,Marketing Campaigns,2
Male,42,0,0,0,230915,0,0,Month-to-Month,Churned,84,2529,Marketing Campaigns,2
Male,41,0,0,0,761312,0,0,Month-to-Month,Churned,91,3330,Marketing Campaigns,2
Male,35,0,0,0,264016,0,0,Month-to-Month,Churned,91,2518,Marketing Campaigns,2
Male,44,1,0,0,38018,1,1,Month-to-Month,Churned,68,3123,Referal,6
Female,45,0,0,0,44843,0,0,Month-to-Month,Churned,96,3190,Marketing Campaigns,2
Female,32,1,1,1,62145,1,1,Month-to-Month,Churned,79,5115,Referal,6
Female,34,1,0,0,61279,0,0,Month-to-Month,Joined,56,5715,Referal,6
Male,30,0,0,0,874024,0,0,Month-to-Month,Churned,67,5824,Marketing Campaigns,2
Male,60,1,0,0,12084,1,1,One Year,Churned,83,4580,Referal,6
Male,59,0,0,0,17611,0,0,Month-to-Month,Churned,72,5593,Marketing Campaigns,2
Male,31,0,0,0,712018,0,0,Month-to-Month,Churned,73,4340,Marketing Campaigns,2
Male,57,1,0,0,73177,1,1,Two Year,Churned,90,4982,Referal,6
Male,57,0,0,0,13221,0,0,Month-to-Month,Churned,95,2243,Marketing Campaigns,2
Female,32,0,0,0,56926,0,0,Month-to-Month,Churned,67,2168,Marketing Campaigns,2
Female,53,1,0,0,155012,1,1,Month-to-Month,Churned,74,4017,Referal,6
Female,41,0,0,0,26817,0,0,Month-to-Month,Churned,83,2647,Marketing Campaigns,2
Female,62,0,0,0,87623,0,0,Month-to-Month,Churned,90,3716,Marketing Campaigns,2
Male,62,0,0,0,6176,0,0,Month-to-Month,Churned,90,5283,Marketing Campaigns,2
Female,50,0,0,0,285813,0,0,One Year,Churned,76,5472,Marketing Campaigns,2
Male,53,0,0,0,70053,1,2,Two Year,Stayed,29,4964,Referal,6
Female,44,0,0,0,42506,0,0,Month-to-Month,Churned,95,4110,Marketing Campaigns,2
Female,51,0,0,0,214118,0,0,Month-to-Month,Churned,76,5274,Marketing Campaigns,2
Male,48,0,0,0,63767,0,0,Month-to-Month,Churned,65,2140,Marketing Campaigns,2
Male,50,0,0,0,505216,0,0,Month-to-Month,Churned,65,3662,Marketing Campaigns,2
Female,48,0,0,0,697926,0,0,Month-to-Month,Churned,69,2545,Marketing Campaigns,2
Male,22,0,0,0,238612,0,0,Month-to-Month,Churned,80,5094,Marketing Campaigns,2
Female,35,0,0,0,60329,0,0,Month-to-Month,Churned,79,4769,Marketing Campaigns,2
Female,21,0,0,0,51623,0,0,Month-to-Month,Churned,78,5476,Marketing Campaigns,2
Male,47,1,0,0,880918,1,1,Two Year,Churned,83,5055,Referal,6
Female,60,0,0,0,482214,0,0,Month-to-Month,Churned,74,5801,Marketing Campaigns,2
Female,53,0,0,0,14326,0,0,Month-to-Month,Churned,77,3615,Marketing Campaigns,2
Female,51,0,0,0,38848,0,0,Month-to-Month,Churned,70,4390,Marketing Campaigns,2
Female,37,0,0,0,50774,0,0,Month-to-Month,Churned,86,2293,Marketing Campaigns,2
Male,64,0,0,0,114223,0,0,Month-to-Month,Churned,95,4268,Marketing Campaigns,2
Male,40,0,0,0,489222,0,0,Month-to-Month,Churned,96,5600,Marketing Campaigns,2
Female,36,0,0,0,29198,0,0,Month-to-Month,Churned,90,4580,Marketing Campaigns,2
Female,45,1,0,0,423624,1,1,Month-to-Month,Churned,74,2283,Referal,6
Male,57,0,0,0,303025,0,0,Month-to-Month,Churned,66,5023,Marketing Campaigns,2
Male,53,1,0,0,741011,1,1,Month-to-Month,Churned,90,2815,Referal,6
Male,55,0,0,0,83934,0,0,Month-to-Month,Churned,68,2241,Marketing Campaigns,2
Male,40,1,0,0,283419,1,1,Month-to-Month,Churned,75,6216,Referal,6
Female,48,0,0,0,5874,0,0,Month-to-Month,Churned,75,2269,Marketing Campaigns,2
Female,22,1,0,0,352317,1,1,One Year,Churned,94,5922,Referal,6
Male,47,1,0,0,8954,1,1,Month-to-Month,Churned,77,4019,Referal,6
Female,49,0,0,0,814918,0,0,Month-to-Month,Churned,78,3014,Marketing Campaigns,2
Female,47,1,1,2,72505,1,1,Month-to-Month,Churned,75,2426,Referal,6
Female,33,0,0,0,401321,0,0,Month-to-Month,Churned,67,4612,Marketing Campaigns,2
Female,53,0,0,0,551914,0,0,Month-to-Month,Churned,73,3975,Marketing Campaigns,2
Female,59,1,0,0,88497,1,2,One Year,Churned,90,4893,Referal,6
Male,33,0,0,0,31482,0,0,Month-to-Month,Churned,80,5747,Marketing Campaigns,2
Female,45,1,0,0,4613,0,0,Month-to-Month,Churned,80,5737,Marketing Campaigns,2
Male,25,0,0,0,88065,0,0,Month-to-Month,Churned,78,5698,Marketing Campaigns,2
Male,46,0,0,0,418323,0,0,Month-to-Month,Churned,72,3091,Marketing Campaigns,2
Female,39,1,0,0,549820,1,1,Month-to-Month,Churned,91,3358,Referal,6
Male,36,1,0,0,972221,1,1,Month-to-Month,Churned,73,2663,Referal,6
Male,31,0,0,0,677211,0,0,Month-to-Month,Churned,83,5574,Marketing Campaigns,2
Male,37,0,0,0,711215,0,0,Month-to-Month,Churned,91,5647,Marketing Campaigns,2
Female,41,0,0,0,421017,0,0,Month-to-Month,Churned,68,5762,Marketing Campaigns,2
Male,29,1,0,0,58281,1,1,One Year,Churned,73,4072,Referal,6
Female,46,1,0,0,108612,1,1,Month-to-Month,Churned,92,4779,Referal,6
Male,53,0,0,0,777415,0,0,One Year,Churned,65,5387,Marketing Campaigns,2
Female,31,0,0,0,778623,0,0,Month-to-Month,Churned,89,5365,Marketing Campaigns,2
Male,46,0,0,0,50165,0,0,Month-to-Month,Churned,69,3797,Marketing Campaigns,2
Female,64,0,0,0,386613,0,0,Month-to-Month,Churned,72,3257,Marketing Campaigns,2
Male,19,0,0,0,69726,0,0,Month-to-Month,Churned,87,2330,Marketing Campaigns,2
Male,39,0,0,0,759324,0,0,Month-to-Month,Churned,73,3017,Marketing Campaigns,2
Female,63,0,0,0,3373,0,0,Month-to-Month,Churned,85,5383,Marketing Campaigns,2
Female,36,0,0,0,151324,0,0,Month-to-Month,Churned,79,5047,Marketing Campaigns,2
Male,28,0,0,0,63474,0,0,Month-to-Month,Churned,90,4231,Marketing Campaigns,2
Female,43,1,0,0,8976,1,1,Month-to-Month,Churned,84,5286,Referal,6
Male,44,0,0,0,766318,0,0,Month-to-Month,Churned,90,4773,Marketing Campaigns,2
Female,36,0,0,0,11202,0,0,Month-to-Month,Churned,65,5091,Marketing Campaigns,2
Female,22,0,0,0,912412,0,0,Month-to-Month,Churned,91,2318,Marketing Campaigns,2
Female,36,1,1,1,223526,1,1,Month-to-Month,Churned,90,5386,Referal,6
Female,40,0,1,3,389116,0,0,Month-to-Month,Churned,65,5020,Marketing Campaigns,2
Male,42,0,0,0,68914,0,0,Month-to-Month,Churned,86,4028,Marketing Campaigns,2
Female,19,0,0,0,365811,0,0,Month-to-Month,Churned,89,2833,Marketing Campaigns,2
Female,57,1,0,0,551925,1,1,Month-to-Month,Churned,91,3769,Referal,6
Female,35,1,1,3,49465,1,1,Month-to-Month,Churned,69,5638,Referal,6
Male,33,1,0,0,818521,1,4,Month-to-Month,Churned,88,5838,Referal,6
Female,25,1,0,0,45858,1,5,Month-to-Month,Churned,83,5026,Referal,6
Male,39,0,0,0,75262,0,0,Month-to-Month,Churned,89,2577,Marketing Campaigns,2
Female,30,0,0,0,495121,0,0,Month-to-Month,Churned,72,5948,Marketing Campaigns,2
Female,42,0,0,0,210825,0,0,Month-to-Month,Churned,90,4930,Marketing Campaigns,2
Male,23,0,0,0,491817,0,0,Month-to-Month,Churned,65,2755,Marketing Campaigns,2
Female,42,1,0,0,162510,1,1,One Year,Churned,86,4714,Referal,6
Male,47,0,1,2,29474,0,0,Month-to-Month,Churned,82,3677,Marketing Campaigns,2
Male,55,0,0,0,411212,0,0,Month-to-Month,Churned,84,4206,Marketing Campaigns,2
Male,50,0,0,0,45108,0,0,Month-to-Month,Churned,90,4154,Marketing Campaigns,2
Male,44,1,0,0,243021,1,1,Month-to-Month,Churned,66,4766,Referal,6
Male,53,1,0,0,59555,1,1,Month-to-Month,Churned,72,2206,Referal,6
Male,44,1,1,1,59495,1,4,Month-to-Month,Churned,83,2131,Referal,6
Male,20,0,0,0,727418,0,0,Month-to-Month,Churned,89,3898,Marketing Campaigns,2
Female,58,0,0,0,31121,0,0,Month-to-Month,Churned,82,4910,Marketing Campaigns,2
Male,23,0,0,0,383424,0,0,Month-to-Month,Churned,86,3905,Marketing Campaigns,2
Male,54,1,0,0,75996,1,1,Month-to-Month,Churned,93,2265,Referal,6
Female,36,0,0,0,822920,0,0,Month-to-Month,Churned,91,3443,Marketing Campaigns,2
Male,37,0,0,0,62211,0,0,Month-to-Month,Churned,78,2919,Marketing Campaigns,2
Male,47,1,1,1,77435,1,1,Month-to-Month,Churned,77,3758,Referal,6
Female,63,1,0,0,556911,1,1,Month-to-Month,Churned,95,2445,Referal,6
Male,63,0,0,0,77309,0,0,Month-to-Month,Churned,68,4673,Marketing Campaigns,2
Female,54,0,0,0,42620,0,0,Month-to-Month,Churned,90,5527,Marketing Campaigns,2
Male,23,0,0,0,758718,0,0,Month-to-Month,Churned,91,4849,Marketing Campaigns,2
Male,38,1,0,0,74818,1,1,One Year,Churned,82,6136,Referal,6
Male,63,1,0,0,37465,1,1,Month-to-Month,Churned,75,5861,Referal,6
Male,35,0,0,0,23325,0,0,Month-to-Month,Churned,82,3438,Marketing Campaigns,2
Female,25,0,0,0,947416,0,0,Month-to-Month,Churned,68,5129,Marketing Campaigns,2
Female,23,0,0,0,216522,0,0,One Year,Churned,91,3322,Marketing Campaigns,2
Male,59,0,0,0,221913,0,0,Month-to-Month,Churned,91,3721,Marketing Campaigns,2
Male,62,1,0,0,891418,1,1,Month-to-Month,Churned,79,4115,Referal,6
Male,45,0,0,0,96326,0,0,Month-to-Month,Churned,93,3606,Marketing Campaigns,2
Female,20,0,0,0,759418,0,0,Month-to-Month,Churned,94,3108,Marketing Campaigns,2
Male,49,0,0,0,63315,0,0,Month-to-Month,Churned,92,2414,Marketing Campaigns,2
Male,34,0,0,0,599822,0,0,Month-to-Month,Churned,72,2729,Marketing Campaigns,2
Male,61,0,0,0,431722,0,0,Month-to-Month,Churned,93,5355,Marketing Campaigns,2
Female,57,1,0,0,167019,1,1,Month-to-Month,Churned,91,2504,Referal,6
Male,25,0,0,0,754125,0,0,One Year,Churned,71,5220,Marketing Campaigns,2
Female,50,0,1,2,26026,0,0,Month-to-Month,Churned,65,3585,Marketing Campaigns,2
Male,25,0,0,0,872214,0,0,Month-to-Month,Churned,80,3125,Marketing Campaigns,2
Female,40,0,0,0,1332,0,0,Month-to-Month,Churned,94,3529,Marketing Campaigns,2
Female,43,0,0,0,61283,0,0,Month-to-Month,Churned,78,4689,Marketing Campaigns,2
Male,30,0,0,0,954010,0,0,Month-to-Month,Churned,75,2899,Marketing Campaigns,2
Female,19,0,0,0,365620,0,0,Month-to-Month,Churned,65,5787,Marketing Campaigns,2
Male,34,0,0,0,150119,0,0,Month-to-Month,Churned,81,3843,Marketing Campaigns,2
Male,64,0,0,0,320825,0,0,Month-to-Month,Churned,96,4696,Marketing Campaigns,2
Female,24,0,0,0,261218,0,0,Month-to-Month,Churned,96,3682,Marketing Campaigns,2
Female,53,1,1,3,29336,0,0,Month-to-Month,Churned,91,2635,Marketing Campaigns,2
Female,36,0,0,0,99862,0,0,Month-to-Month,Churned,85,5822,Marketing Campaigns,2
Male,37,0,0,0,40835,0,0,Month-to-Month,Churned,91,3361,Marketing Campaigns,2
Female,38,0,0,0,641012,0,0,Month-to-Month,Churned,73,3757,Marketing Campaigns,2
Female,59,1,0,0,319415,1,1,Month-to-Month,Churned,80,5135,Referal,6
Female,36,0,0,0,881622,0,0,Month-to-Month,Churned,83,4335,Marketing Campaigns,2
Female,50,1,0,0,93786,1,1,One Year,Churned,95,4596,Referal,6
Male,64,0,0,0,17238,0,0,Month-to-Month,Churned,66,5545,Marketing Campaigns,2
Female,41,0,0,0,78257,0,0,Month-to-Month,Churned,78,5973,Marketing Campaigns,2
Male,63,0,0,0,124011,0,0,Month-to-Month,Churned,95,4933,Marketing Campaigns,2
Male,64,1,0,0,83619,1,2,Month-to-Month,Churned,91,4800,Referal,6
Male,62,0,0,0,37162,0,0,Month-to-Month,Churned,82,5795,Marketing Campaigns,2
Female,25,0,0,0,589913,0,0,Month-to-Month,Churned,68,2189,Marketing Campaigns,2
Male,56,1,0,0,684915,1,1,One Year,Churned,71,2608,Referal,6
Female,25,0,0,0,60387,0,0,Month-to-Month,Churned,95,5153,Marketing Campaigns,2
Female,59,1,0,0,115023,1,1,Two Year,Churned,90,5516,Referal,6
Female,59,1,0,0,31441,1,1,Month-to-Month,Churned,86,5271,Referal,6
Male,30,0,1,3,561616,0,0,Month-to-Month,Churned,86,3785,Marketing Campaigns,2
Female,36,1,0,0,668821,1,1,Month-to-Month,Churned,88,5750,Referal,6
Female,60,0,0,0,283918,0,0,Month-to-Month,Churned,83,3845,Marketing Campaigns,2
Female,23,0,0,0,9687,0,0,Month-to-Month,Churned,73,3901,Marketing Campaigns,2
Male,37,0,0,0,19654,0,0,Month-to-Month,Churned,87,5953,Marketing Campaigns,2
Female,48,0,0,0,905719,0,0,Month-to-Month,Churned,72,3260,Marketing Campaigns,2
Female,47,1,0,0,677124,1,1,Month-to-Month,Churned,80,4471,Referal,6
Female,54,0,0,0,860117,0,0,Month-to-Month,Churned,94,2353,Marketing Campaigns,2
Male,40,0,1,1,239119,0,0,Month-to-Month,Churned,83,5858,Marketing Campaigns,2
Male,22,0,0,0,264517,0,0,Month-to-Month,Churned,91,5267,Marketing Campaigns,2
Female,64,1,0,0,48068,1,1,Month-to-Month,Churned,75,5644,Referal,6
Male,62,0,0,0,844326,0,0,Month-to-Month,Churned,75,3685,Marketing Campaigns,2
Male,44,0,0,0,91361,0,0,Month-to-Month,Churned,65,2121,Marketing Campaigns,2
Male,35,0,0,0,747914,0,0,Month-to-Month,Churned,91,4154,Marketing Campaigns,2
Male,60,1,0,0,295913,1,3,Month-to-Month,Churned,65,4167,Referal,6
Male,24,0,0,0,596023,0,0,Month-to-Month,Churned,80,3555,Marketing Campaigns,2
Male,42,1,0,0,6841,1,1,Month-to-Month,Churned,82,4489,Referal,6
Female,29,0,0,0,826014,0,0,Month-to-Month,Churned,82,3196,Marketing Campaigns,2
